ID,Word,Description,Has Video
W00820B,cố gắng,Bỏ công sức ra nhiều hơn mức bình thường để làm việc gì (nói khái quát).,false
W00822,cổ tay,Chỗ nối bàn tay với cẳng tay.,true
W00823,cổ truyền,"Từ xưa truyền lại, vốn có từ xưa.",false
W00824,cổ vũ,Tác động đến tinh thần làm cho hăng hái hoạt động.,true
W00825B,cổng trường,,false
W00827,cố định,"Được giữ nguyên trạng thái, không di động, không biến đổi.",false
W00832,cốc,"Đồ dùng để uống nước, uống rượu, v.v. thường làm bằng thuỷ tinh hoặc nhựa, có thành cao, lòng sâu.",true
W00836,cốm,"Món ăn làm bằng thóc nếp non rang chín, giã sạch vỏ, màu xanh, hương vị thơm.",true
W00837,côn trùng,"Động vật chân đốt, cơ thể chia thành ba phần, có một đôi râu, ba đôi chân, phần lớn có cánh.",true
W00838,công bằng,"Theo đúng lẽ phải, không thiên vị.",true
W00840,công cộng,Thuộc về mọi người hoặc để phục vụ chung cho mọi người trong xã hội.,false
W00841,công cụ,"Đồ dùng để lao động, sản xuất.",true
W00843,công nhận,"Nhận là đúng với sự thật, với lẽ phải hoặc là hợp lệ.",false
W00844,công sức,"Công lao và sức lực bỏ ra, thường là nhiều, để làm việc gì (nói khái quát).",false
W00846,công thức,"Những phương pháp, quy tắc, v.v. đã được định sẵn, cần và phải làm theo để làm một việc nào đó đạt kết quả mong muốn.",false
W00848B,công trường,"Nơi tiến hành công việc xây dựng hoặc khai thác, có tập trung đông người và phương tiện.",false
W00850B,công viên,"Vườn hoa công cộng, thường có các công trình phụ trợ khác, làm nơi giải trí cho mọi người.",false
W00851,công việc,Việc phải bỏ công sức ra để làm.,false
W00854,cổng,"Lối ra vào ở một khu vực đã được rào ngăn, thường có cửa để đóng, mở.",true
W00857B,cộng,"Tính gộp vào, thêm vào.",false
W00861,cột,"Vật làm bằng vật liệu cứng, chắc, thường có hình trụ tròn, hoặc vuông, dựng thẳng đứng và cố định tại một chỗ, dùng để chống đỡ, treo, mắc, v.v.",true
W00862,cột đèn,,true
W00863B,cột điện,,false
W00865,cột nhà,,true
W00867,cơ bắp,"Bắp thịt; cũng dùng để chỉ công việc, hoạt động thiên về sức mạnh chân tay.",true
W00868B,cơ hội,"Hoàn cảnh thuận lợi gặp được để thực hiện điều mong muốn, dự định.",false
W00870,cơ quan,"Đơn vị trong bộ máy nhà nước hoặc đoàn thể, làm những nhiệm vụ về hành chính, sự nghiệp.",true
W00871,cơ sở,"Cái làm nền tảng cho những cái được xây dựng trên đó hoặc dựa trên đó mà tồn tại, phát triển.",false
W00872,cơ thể,Tập hợp thống nhất của mọi bộ phận trong một sinh vật để duy trì sự sống.,true
W00883,cởi mở,Bày tỏ tâm tình một cách dễ dàng và hồn nhiên.,false
W00884,cơm,"Gạo đem nấu chín, ráo nước, dùng làm món chính trong bữa ăn hằng ngày.",true
W00893,cụ thể,"Có hình thể, có tồn tại dưới dạng vật chất mà giác quan con người có thể nhận biết được; phân biệt với trừu tượng.",false
W00894,cúc áo,,true
W00895,cúi,Hạ thấp đầu hoặc thân mình xuống về phía trước.,true
W00914,cục tẩy,,true
W00915,cùi chỏ,Cùi tay.,true
W00916,củi,"Thân, cành, gốc, rễ cây dùng làm chất đốt.",true
W00918,cụm từ,Tập hợp các từ cùng bổ sung ý nghĩa cho nhau.,false
W00922,cuộc đời,"Quá trình sống của một người, một cá thể sinh vật, nhìn một cách toàn bộ từ lúc sinh ra cho đến lúc chết.",false
W00924,cuốn,Thu gọn vật có hình tấm lại thành hình trụ bằng cách uốn cong một đầu lại và lăn tròn nhiều vòng trên bản thân nó.,false
W00925,cuộn giấy vệ sinh,,true
W00929,cử chỉ điệu bộ,,false
W00930,cử động,Tự làm cho một bộ phận nào đó của thân thể chuyển động.,false
W00932,cưa,"Xẻ, cắt, làm cho đứt bằng cái cưa.",true
W00935B,cửa hàng,Cơ sở kinh doanh thương nghiệp hoặc kinh doanh dịch vụ nhỏ.,false
W00936,cửa khẩu,Chỗ dùng làm nơi ra vào một nước.,true
W00937,cửa kính,,true
W00939,cửa sổ,"Cửa ở lưng chừng tường, vách để lấy ánh sáng và làm thoáng khí.",true
W00943B,cướp,Lấy cái quý giá của người khác bằng vũ lực hoặc thủ đoạn.,false
W00947,cứu,Làm cho thoát khỏi mối đe doạ sự an toàn hoặc sự sống còn.,false
W00951,dai,"Có khả năng giữ nguyên tính toàn khối khi bị tác động, khó làm cho đứt, cho rời ra từng mảnh.",false
W00952,dài,"Có khoảng cách bao nhiêu đó từ đầu này đến đầu kia, theo chiều nằm ngang và thường là có kích thước lớn nhất (gọi là chiều dài) của vật.",false
W00954,dài hơn,,true
W00955,dài nhất,,true
W00958,dải phân cách,"Phần được xây, được dựng lên hoặc được sơn kẻ để phân đường giao thông thành các làn đường riêng biệt.",true
W00959,dàn bài,Trình tự sắp xếp các ý chính của bài để dựa vào đó mà nói hoặc viết.,true
W00960,dàn nhạc,Tập thể nhạc công dùng nhiều nhạc khí để hoà tấu.,true
W00963,danh bạ,"Sổ ghi tên người, tên tổ chức theo một nội dung nhất định.",true
W00964,danh dự,"Sự coi trọng của dư luận xã hội, dựa trên giá trị tinh thần, đạo đức tốt đẹp.",false
W00965,danh hiệu,"Tên gọi nêu lên phẩm chất tốt đẹp, cao quý, dành riêng cho cá nhân hay tập thể có nhiều thành tích xuất sắc.",false
W00966,danh lam thắng cảnh,"Di tích nổi tiếng hoặc cảnh đẹp nổi tiếng, nói chung.",true
W00967,danh mục,Bản ghi theo phân loại từng mục cụ thể.,true
W00968,danh nhân,Người có danh tiếng và được xã hội công nhận.,true
W00969,danh sách,"Bản ghi tên, bản kê tên.",true
W00970,danh từ,"Từ chuyên biểu thị ý nghĩa sự vật, đối tượng (thường làm chủ ngữ trong câu).",false
W00972,dán,"Làm cho dính vào nhau bằng chất kết dính như keo, hồ, v.v.",true
W00973,dao,"Đồ dùng để cắt, gồm có lưỡi sắc và chuôi cầm.",true
W00977,dãy số,,true
W00979,dạy,"Truyền lại những kiến thức, kĩ năng một cách có phương pháp.",true
W00980,dặn dò,"Dặn cẩn thận, với thái độ rất quan tâm.",false
W00981,dắt,"Nắm giữ để dẫn đi, đưa đi cùng với mình.",true
W00982,dân ca,"Bài hát lưu truyền trong dân gian, mang đặc trưng của từng vùng và thường không rõ tác giả.",true
W00983,dân chài,,true
W00985,gian lận,"Có hành vi dối trá, lừa lọc.",false
W00987,dân số,"Số dân (trong một nước, một vùng).",false
W00988B,dân tộc,"Tên gọi những cộng đồng người có chung một ngôn ngữ, một lãnh thổ và một truyền thống văn hoá.",false
W00989B,dân tộc thiểu số,"Dân tộc chiếm số ít, so với dân tộc chiếm số đông nhất trong một nước có nhiều dân tộc.",false
W00990,dẫn chương trình,"Giới thiệu và điều khiển một chương trình biểu diễn nghệ thuật, giao lưu văn hoá, trò chơi, v.v.",true
W00991,dẫn chứng,"Dẫn thí dụ, bằng cớ để chứng minh cho điều nói ra, viết ra là đúng, là có cơ sở.",false
W00992,dập,Tác động một cách liên tục và mạnh mẽ làm cho phải chịu đựng một sức đè nén nặng nề.,false
W00997,dầu mỏ,"Dầu lấy từ mỏ lên, mùi hắc khó chịu, dùng để chế chất đốt, làm nguyên liệu cho công nghiệp hoá học.",true
W01008,bắt buộc,"Khiến phải làm việc gì, vì không có cách nào khác.",false
W01027,dễ thương,Dễ gây được tình cảm mến thương ở người khác.,false
W01029,di chuyển,"Dời chỗ, chuyển đi nơi khác (thường nói về cái có quy mô lớn).",false
W01032B,di truyền,"(Đặc tính của sinh vật) truyền lại cho thế hệ sau những điểm giống thế hệ trước, về cấu tạo cũng như về lối sống.",false
W01033B,dịch vụ,"Công việc phục vụ trực tiếp cho những nhu cầu nhất định của số đông, có tổ chức và được trả công.",false
W01035,kịch,"Nghệ thuật dùng sân khấu trình bày hành động và đối thoại của các nhân vật, để phản ánh những vấn đề, những xung đột trong đời sống xã hội.",false
W01050,hăm dọa,"Doạ sẽ gây tai hoạ nếu không chịu nghe theo, làm theo.",false
W01051,doanh nghiệp,Đơn vị hoạt động kinh doanh.,false
W01053,doanh trại,Khu nhà riêng của đơn vị quân đội để ở và làm việc.,true
W01058,dòng sông,,true
W01061,dốt,"Kém về trí lực, chậm hiểu, chậm tiếp thu.",false
W01062,du học,Đi học ở nước ngoài.,true
W01068,dũng cảm,"Có dũng khí, không sợ gian khổ nguy hiểm.",true
W01069,dụng cụ,"Vật do con người chế tạo ra để giúp làm tăng khả năng, hiệu lực hoặc phạm vi hoạt động của con người.",true
W01070,duyên dáng,Có những nét có duyên (nói tổng quát).,true
W01071,duyệt binh,"Kiểm tra đội ngũ lực lượng vũ trang một cách tượng trưng để biểu dương sức mạnh quân sự, bằng việc cho các binh chủng với hàng ngũ chỉnh tề diễu qua lễ đài trong các buổi lễ long trọng.",true
W01075B,nhà nước,"Tổ chức, đứng đầu là chính phủ, quản lí công việc chung của một nước.",false
W01076,dựng phim,Lựa chọn và tập hợp những cảnh đã quay được cho thành một bộ phim hoàn chỉnh.,true
W01078,đá bóng,,true
W01079,pháo đài,Công trình xây dựng vững chắc để đặt pháo lớn ở trong khu vực phòng thủ lâu dài.,true
W01082B,đại diện,Thay mặt cho cá nhân hoặc tập thể (làm việc gì).,false
W01092,đảm nhiệm,Nhận lấy công việc hay gánh vác một nhiệm vụ khó khăn.,false
W01094,đám mây,,true
W01095,đan,Làm cho vật hình sợi hoặc thanh mỏng luồn qua lại với nhau theo những trật tự nhất định để kết lại thành tấm.,true
W01104,đàng ngoài,,false
W01105,đàng trong,,false
W01106,đáng quý,,false
W01107,đánh,"Làm cho đau, cho tổn thương bằng tác động của một lực lên cơ thể.",true
W01108,đánh bắt,Đánh và bắt các loại thuỷ sản (nói khái quát).,true
W01110,đánh giá,Nhận định giá trị.,false
W01112,đánh răng,,true
W01113,đánh trống,,true
W01115,đào tạo,"Làm cho trở thành người có năng lực, có khả năng làm việc theo những tiêu chuẩn nhất định.",false
W01116,đảo,"Khoảng, vùng đất rộng có nước bao quanh ở sông, hồ, biển.",true
W01122,đặc biệt,"Khác hẳn những trường hợp thông thường về tính chất, chức năng hoặc mức độ.",false
W01124,đặc điểm,Những nét riêng biệt.,false
W01128,đằng sau,,true
W01129,đằng trước,,true
W01142,đầu hàng,Chịu thua và chịu chấp nhận làm theo ý muốn của đối phương.,true
W01143,đầu tàu,"Máy có sức kéo mạnh, chạy trên đường ray, dùng để kéo hoặc đẩy đoàn tàu.",true
W01144,đầu tiên,"Lúc đầu (thời điểm sự việc xảy ra trước nhất, so với những sự việc tiếp sau đó).",false
W01149,đầy,"Ở trạng thái không còn chứa thêm được nữa, thêm vào là tràn ra.",false
W01154B,đèn báo giao thông,,false
W01164,đeo kính,,true
W01166,đèo,Chỗ thấp và dễ vượt qua nhất trên đường giao thông đi qua các ngọn núi.,true
W01170,đẹp đẽ,,false
W01173,để / đặt,Làm cho ở vào một vị trí nào đó.,false
W01179,đề tài,"Đối tượng để nghiên cứu hoặc miêu tả (trong tác phẩm khoa học hoặc văn học, nghệ thuật).",false
W01184,đếm,"Kể lần lượt tên các số, theo trật tự trong dãy số tự nhiên.",true
W01190,đi,"(Người, động vật) tự di chuyển từ chỗ naỳ đến chỗ khác bằng những bước chân nhấc lên, đặt xuống liên tiếp.",false
W01191,đi học,,true
W01197,địa điểm,Nơi cụ thể tiến hành một hoạt động hoặc xảy ra một sự việc nào đó.,true
W01204,tấm lòng,,false
W01205B,điện,"Dạng năng lượng có thể biểu hiện bằng tác dụng nhiệt, cơ, hoá,v.v.",false
W01208,điện thoại,Máy truyền tiếng nói từ nơi này đến nơi khác bằng đường dây hoặc bằng sóng vô tuyến điện.,true
W01226,định vị,Xác định vị trí tồn tại của một vật thể theo những dấu hiệu xuất phát hay phản xạ từ bản thân nó.,true
W01227,đo,Xác định độ lớn của một đại lượng bằng cách so sánh với một đại lượng cùng loại được chọn làm đơn vị.,true
W01232,đoàn tụ,Sum họp lại với nhau sau một thời gian bị li tán.,true
W01234,đoán,"Dựa trên một số dấu hiệu, đặc điểm đã thấy, đã biết mà tìm cách suy ra điều chủ yếu còn chưa rõ hoặc chưa xảy ra.",true
W01242,đón tiếp,Đón và tiếp đãi một cách trang trọng.,true
W01246,đóng góp,"Góp tiền của, công sức của mình vào công việc chung (nói khái quát).",true
W01254,độc hại,Có khả năng làm hại sức khoẻ hoặc tinh thần.,false
W01257,đối diện,Ở vị trí quay mặt vào nhau.,true
W01273,đôi chân,,true
W01274,đôi tay,,true
W01277,đổi mới,"Thay đổi hoặc làm cho thay đổi tốt hơn, tiến bộ hơn so với trước, đáp ứng yêu cầu của sự phát triển.",false
W01280,đối xử,"Thể hiện thái độ, quan hệ với người nào đó bằng những lời nói, hành động cụ thể.",false
